---OutputTable---
time=88161
table_size=6503
[1] - <261 16217 > true count=10, estimated count=156, Key=1370960
[3521] - <237 16010 > true count=54, estimated count=190, Key=1257707
[3522] - <41 48 10515 > true count=70, estimated count=219, Key=5449232
[3523] - <3354 > true count=25, estimated count=171, Key=3354
[3524] - <39 48 249 > true count=510, estimated count=510, Key=332316
[3525] - <368 > true count=179, estimated count=179, Key=368
[3526] - <39 1489 > true count=179, estimated count=299, Key=814522
[3527] - <12925 16430 > true count=16, estimated count=170, Key=1500135
[3528] - <32 544 16430 16431 > true count=7, estimated count=161, Key=737053
[3529] - <39 48 1004 16217 > true count=9, estimated count=159, Key=3580692
[3530] - <32 12959 > true count=67, estimated count=169, Key=7088605
[3531] - <39 41 984 1113 1804 5617 12943 > true count=1, estimated count=157, Key=3244687
[3532] - <1025 2596 > true count=11, estimated count=158, Key=1421037
[3533] - <11 41 48 16430 16431 > true count=3, estimated count=158, Key=2995239
[3534] - <1054 > true count=30, estimated count=163, Key=1054
[3535] - <16176 > true count=25, estimated count=170, Key=16176
[3536] - <38 170 237 > true count=108, estimated count=170, Key=384301
[3537] - <39 41 48 1327 > true count=260, estimated count=307, Key=2726169
[3538] - <2469 > true count=175, estimated count=209, Key=2469
[3539] - <39 652 > true count=196, estimated count=205, Key=356683
[3540] - <39 48 4170 > true count=20, estimated count=163, Key=5151225
[3541] - <39 41 2284 > true count=32, estimated count=165, Key=2829502
[3542] - <38 14386 > true count=82, estimated count=164, Key=369180
[3543] - <10128 > true count=179, estimated count=209, Key=10128
[3544] - <2063 > true count=14, estimated count=160, Key=2063
[3545] - <824 16217 > true count=27, estimated count=173, Key=1371523
[3546] - <39 48 2523 > true count=146, estimated count=247, Key=3127062
[3547] - <39 41 808 > true count=46, estimated count=191, Key=1015498
[3548] - <15160 > true count=71, estimated count=177, Key=15160
[3549] - <817 > true count=369, estimated count=369, Key=817
[3550] - <39 48 2135 > true count=213, estimated count=314, Key=2650210
[3551] - <41 956 16217 > true count=8, estimated count=163, Key=5453666
[3552] - <48 12925 16430 > true count=12, estimated count=166, Key=4762493
[3553] - <39 41 2184 > true count=74, estimated count=226, Key=2706602
[3554] - <39 41 48 12925 > true count=91, estimated count=223, Key=3340983
[3555] - <9 39 41 48 > true count=191, estimated count=231, Key=167395
[3556] - <18 > true count=860, estimated count=860, Key=18
[3557] - <10 39 48 > true count=313, estimated count=452, Key=80335
[3558] - <39 41 48 175 16217 > true count=13, estimated count=163, Key=10766
[3559] - <13197 > true count=7, estimated count=160, Key=13197
[3560] - <39 2238 8978 > true count=17, estimated count=158, Key=4758187
[3561] - <913 15832 > true count=64, estimated count=191, Key=1161017
[3562] - <36 38 39 41 161 597 1872 2441 3012 11069 12925 16430 16431 > true count=1, estimated count=156, Key=6025836
[3563] - <39 48 237 16217 > true count=24, estimated count=180, Key=2638049
[3564] - <2476 > true count=185, estimated count=186, Key=2476
[3565] - <152 > true count=91, estimated count=164, Key=152
[3566] - <39 41 259 > true count=38, estimated count=177, Key=340777
[3567] - <39 41 48 1393 > true count=14, estimated count=163, Key=2857707
[3568] - <38 39 105 > true count=449, estimated count=455, Key=150416
[3569] - <4744 > true count=181, estimated count=182, Key=4744
[3570] - <475 12925 > true count=5, estimated count=158, Key=7070450
[3571] - <38 1188 > true count=256, estimated count=276, Key=649874
[3572] - <364 > true count=174, estimated count=174, Key=364
[3573] - <39 41 48 1987 > true count=29, estimated count=163, Key=4041549
[3574] - <41 48 16220 > true count=8, estimated count=157, Key=4960677
[3575] - <38 39 41 1067 > true count=4, estimated count=158, Key=2198291
[3576] - <39 48 396 > true count=278, estimated count=378, Key=512979
[3577] - <32 38 16217 > true count=36, estimated count=182, Key=4951511
[3578] - <310 > true count=2594, estimated count=2594, Key=310
[3579] - <39 48 812 16430 16431 > true count=4, estimated count=160, Key=3938052
[3580] - <3314 > true count=125, estimated count=168, Key=3314
[3581] - <32 39 48 14933 > true count=15, estimated count=158, Key=7341826
[3582] - <39 41 13203 > true count=3, estimated count=157, Key=1248953
[3583] - <2767 > true count=79, estimated count=173, Key=2767
[3584] - <39 48 413 13041 > true count=45, estimated count=181, Key=4024585
[3585] - <39 405 16217 > true count=17, estimated count=170, Key=5152267
[3586] - <14248 > true count=98, estimated count=181, Key=14248
[3587] - <39 41 48 1135 > true count=22, estimated count=171, Key=2343513
[3588] - <39 10451 16217 > true count=18, estimated count=172, Key=3147429
[3589] - <38 39 41 48 105 > true count=23, estimated count=174, Key=456069
[3590] - <39 4344 13041 > true count=47, estimated count=172, Key=3403596
[3591] - <65 271 > true count=163, estimated count=170, Key=148302
[3592] - <38 48 10423 > true count=32, estimated count=164, Key=5336161
[3593] - <39 4630 > true count=6, estimated count=156, Key=2532649
[3594] - <1924 > true count=93, estimated count=167, Key=1924
[3595] - <2919 > true count=136, estimated count=174, Key=2919
[3596] - <39 2191 > true count=182, estimated count=182, Key=1198516
[3597] - <500 > true count=194, estimated count=216, Key=500
[3598] - <38 48 314 > true count=2, estimated count=158, Key=412200
[3599] - <38 39 48 1709 > true count=2, estimated count=157, Key=3486400
[3600] - <39 10423 15832 > true count=54, estimated count=201, Key=2658948
[3601] - <3577 > true count=112, estimated count=176, Key=3577
[3602] - <11 19 39 41 43 48 438 589 978 1062 1393 4532 4658 4975 5406 7775 15084 15273 16430 16431 > true count=1, estimated count=157, Key=5357921
[3603] - <39 48 13335 > true count=4, estimated count=156, Key=1415010
[3604] - <749 > true count=261, estimated count=261, Key=749
[3605] - <39 4360 > true count=9, estimated count=158, Key=2384959
[3606] - <32 38 13041 > true count=45, estimated count=164, Key=1048207
[3607] - <19 48 438 > true count=3, estimated count=158, Key=564577
[3608] - <1804 > true count=251, estimated count=251, Key=1804
[3609] - <32 41 438 > true count=5, estimated count=158, Key=560761
[3610] - <1568 > true count=165, estimated count=165, Key=1568
[3611] - <15618 16217 > true count=43, estimated count=189, Key=1386317
[3612] - <39 673 > true count=172, estimated count=263, Key=368170
[3613] - <39 48 2199 16217 > true count=10, estimated count=163, Key=5049347
[3614] - <38 41 12959 > true count=3, estimated count=158, Key=949076
[3615] - <38 41 281 > true count=31, estimated count=159, Key=367814
[3616] - <39 2343 > true count=233, estimated count=233, Key=1281660
[3617] - <48 2177 > true count=99, estimated count=174, Key=1190867
[3618] - <41 16430 16431 > true count=104, estimated count=259, Key=6680950
[3619] - <11 39 41 48 > true count=9, estimated count=162, Key=167397
[3620] - <39 48 342 > true count=60, estimated count=179, Key=446613
[3621] - <274 > true count=195, estimated count=195, Key=274
[3622] - <48 258 16217 > true count=13, estimated count=165, Key=5071867
[3623] - <32 264 > true count=136, estimated count=163, Key=144440
[3624] - <48 3006 > true count=105, estimated count=193, Key=1644330
[3625] - <39 48 12951 > true count=183, estimated count=287, Key=943074
[3626] - <39 48 7205 > true count=43, estimated count=189, Key=1381240
[3627] - <39 48 15618 > true count=222, estimated count=342, Key=4220817
[3628] - <4435 > true count=38, estimated count=165, Key=4435
[3629] - <39 48 798 > true count=230, estimated count=329, Key=1007037
[3630] - <947 > true count=591, estimated count=591, Key=947
[3631] - <39 41 12925 16217 > true count=11, estimated count=160, Key=3227772
[3632] - <39 48 101 > true count=946, estimated count=946, Key=150424
[3633] - <39 48 272 > true count=283, estimated count=380, Key=360583
[3634] - <39 48 150 16217 > true count=12, estimated count=162, Key=2531126
[3635] - <38 41 48 8978 > true count=23, estimated count=159, Key=2974611
[3636] - <48 14040 > true count=37, estimated count=187, Key=179928
[3637] - <39 9001 > true count=160, estimated count=247, Key=4923586
[3638] - <48 168 > true count=172, estimated count=293, Key=91944
[3639] - <39 48 398 > true count=212, estimated count=320, Key=515437
[3640] - <48 1071 16217 > true count=10, estimated count=162, Key=5516578
[3641] - <39 48 1342 > true count=4, estimated count=159, Key=1675613
[3642] - <48 808 7205 > true count=10, estimated count=162, Key=1796969
[3643] - <48 1619 16430 > true count=4, estimated count=160, Key=6078111
[3644] - <38 39 48 110 > true count=1031, estimated count=1037, Key=299593
[3645] - <39 48 49 > true count=617, estimated count=768, Key=86516
[3646] - <39 4899 > true count=203, estimated count=288, Key=2679792
[3647] - <32 39 41 48 413 > true count=10, estimated count=162, Key=1302755
[3648] - <39 48 963 > true count=15, estimated count=167, Key=1209822
[3649] - <32 39 14933 > true count=81, estimated count=177, Key=3374022
[3650] - <129 > true count=187, estimated count=187, Key=129
[3651] - <38 39 48 15832 > true count=81, estimated count=226, Key=1633539
[3652] - <39 176 1025 > true count=10, estimated count=165, Key=1356036
[3653] - <48 2344 > true count=180, estimated count=280, Key=1282216
[3654] - <14634 > true count=189, estimated count=277, Key=14634
[3655] - <32 48 65 16010 > true count=20, estimated count=159, Key=2014103
[3656] - <48 3317 > true count=137, estimated count=179, Key=1814447
[3657] - <39 563 > true count=158, estimated count=270, Key=308000
[3658] - <39 48 11780 16217 > true count=11, estimated count=160, Key=1824396
[3659] - <41 1859 > true count=156, estimated count=156, Key=1016914
[3660] - <48 78 > true count=824, estimated count=824, Key=42714
[3661] - <41 301 16430 > true count=4, estimated count=160, Key=5357158
[3662] - <32 39 48 79 > true count=174, estimated count=231, Key=237804
[3663] - <48 7158 > true count=3, estimated count=157, Key=3915474
[3664] - <12921 > true count=166, estimated count=229, Key=12921
[3665] - <1772 > true count=209, estimated count=209, Key=1772
[3666] - <39 2378 > true count=3, estimated count=156, Key=1300805
[3667] - <39 48 10490 > true count=176, estimated count=275, Key=5418505
[3668] - <32 38 41 48 237 > true count=7, estimated count=161, Key=818384
[3669] - <41 16217 > true count=433, estimated count=579, Key=1370740
[3670] - <39 1704 > true count=287, estimated count=287, Key=932127
[3671] - <41 176 3151 > true count=9, estimated count=156, Key=3968892
[3672] - <39 48 14953 > true count=42, estimated count=185, Key=3403532
[3673] - <39 48 150 > true count=255, estimated count=364, Key=210645
[3674] - <39 511 > true count=101, estimated count=169, Key=279556
[3675] - <39 274 438 763 1093 2417 10132 13088 16430 16431 > true count=1, estimated count=156, Key=5356381
[3676] - <39 932 > true count=128, estimated count=262, Key=509843
[3677] - <963 > true count=39, estimated count=185, Key=963
[3678] - <39 5489 > true count=27, estimated count=180, Key=3002522
[3679] - <39 15643 > true count=33, estimated count=165, Key=1056760
[3680] - <123 16430 16431 > true count=9, estimated count=163, Key=6681032
[3681] - <39 885 16217 > true count=33, estimated count=179, Key=5414827
[3682] - <15838 > true count=35, estimated count=163, Key=15838
[3683] - <12959 16430 > true count=15, estimated count=169, Key=1500169
[3684] - <39 3130 > true count=33, estimated count=168, Key=1712149
[3685] - <39 41 2238 16217 > true count=14, estimated count=167, Key=5093449
[3686] - <3772 > true count=130, estimated count=178, Key=3772
[3687] - <16156 > true count=31, estimated count=176, Key=16156
[3688] - <39 89 101 > true count=93, estimated count=191, Key=172851
[3689] - <89 475 > true count=89, estimated count=165, Key=259914
[3690] - <851 > true count=231, estimated count=231, Key=851
[3691] - <39 48 1867 > true count=187, estimated count=275, Key=2320838
[3692] - <15497 > true count=29, estimated count=163, Key=15497
[3693] - <41 352 > true count=170, estimated count=170, Key=192585
[3694] - <32 39 41 48 16217 > true count=44, estimated count=190, Key=7247951
[3695] - <39 48 10515 16217 > true count=12, estimated count=168, Key=269711
[3696] - <39 48 15618 16217 > true count=18, estimated count=170, Key=6541298
[3697] - <32 39 48 16430 > true count=29, estimated count=183, Key=2825347
[3698] - <16010 16011 16013 > true count=26, estimated count=162, Key=5954004
[3699] - <39 48 397 > true count=134, estimated count=210, Key=514208
[3700] - <39 320 15832 > true count=30, estimated count=166, Key=4632607
[3701] - <39 48 2383 > true count=260, estimated count=356, Key=2955002
[3702] - <39 41 963 > true count=9, estimated count=162, Key=1205993
[3703] - <39 75 > true count=220, estimated count=324, Key=41064
[3704] - <15410 > true count=36, estimated count=162, Key=15410
[3705] - <39 48 1355 > true count=193, estimated count=260, Key=1691590
[3706] - <38 39 41 48 2238 > true count=19, estimated count=158, Key=6319686
[3707] - <39 14634 15832 > true count=30, estimated count=167, Key=4962365
[3708] - <39 41 68 > true count=7, estimated count=160, Key=106038
[3709] - <39 48 979 > true count=218, estimated count=266, Key=1229486
[3710] - <39 41 48 225 16430 16431 > true count=3, estimated count=158, Key=7035364
[3711] - <39 13615 > true count=25, estimated count=160, Key=7447444
[3712] - <32 161 > true count=188, estimated count=188, Key=88099
[3713] - <39 48 379 > true count=243, estimated count=348, Key=492086
[3714] - <2861 > true count=170, estimated count=185, Key=2861
[3715] - <2182 > true count=170, estimated count=170, Key=2182
[3716] - <48 1616 > true count=36, estimated count=163, Key=884000
[3717] - <39 48 13017 > true count=5, estimated count=160, Key=1024188
[3718] - <48 3759 16217 > true count=24, estimated count=180, Key=6986914
[3719] - <39 48 10423 15832 > true count=41, estimated count=181, Key=6889338
[3720] - <1246 > true count=78, estimated count=180, Key=1246
[3721] - <65 475 > true count=160, estimated count=169, Key=259890
[3722] - <39 41 48 175 13041 > true count=42, estimated count=191, Key=6279942
[3723] - <48 167 > true count=91, estimated count=168, Key=91397
[3724] - <39 48 4472 > true count=4, estimated count=159, Key=5522383
[3725] - <39 48 271 > true count=827, estimated count=827, Key=359354
[3726] - <32 41 48 > true count=2063, estimated count=2063, Key=81451
[3727] - <2187 > true count=374, estimated count=374, Key=2187
[3728] - <10653 > true count=418, estimated count=454, Key=10653
[3729] - <39 2706 > true count=84, estimated count=239, Key=1480221
[3730] - <38 39 48 78 > true count=10, estimated count=162, Key=235817
[3731] - <39 48 1903 > true count=33, estimated count=186, Key=2365082
[3732] - <39 48 264 16430 16431 > true count=3, estimated count=158, Key=3264560
[3733] - <48 704 16217 > true count=8, estimated count=160, Key=5315829
[3734] - <39 41 793 16430 16431 > true count=2, estimated count=156, Key=3910872
[3735] - <406 > true count=228, estimated count=228, Key=406
[3736] - <39 6128 > true count=88, estimated count=176, Key=3352055
[3737] - <32 39 48 12925 > true count=92, estimated count=196, Key=3339882
[3738] - <39 48 1435 > true count=307, estimated count=459, Key=1789910
[3739] - <38 1727 > true count=136, estimated count=186, Key=944707
[3740] - <48 921 > true count=154, estimated count=189, Key=503835
[3741] - <38 39 41 48 110 16217 > true count=15, estimated count=170, Key=6042891
[3742] - <39 12943 > true count=253, estimated count=319, Key=7079860
[3743] - <913 > true count=543, estimated count=543, Key=913
[3744] - <41 808 16217 > true count=32, estimated count=178, Key=5372710
[3745] - <38 48 2958 > true count=40, estimated count=190, Key=3661676
[3746] - <39 2599 > true count=162, estimated count=223, Key=1421692
[3747] - <39 48 15659 > true count=59, estimated count=193, Key=4271206
[3748] - <39 3315 > true count=157, estimated count=288, Key=1813344
[3749] - <32 956 > true count=209, estimated count=209, Key=522964
[3750] - <48 7205 > true count=182, estimated count=239, Key=3941183
[3751] - <83 > true count=198, estimated count=198, Key=83
[3752] - <3067 > true count=158, estimated count=161, Key=3067
[3753] - <10579 > true count=130, estimated count=172, Key=10579
[3754] - <39 10797 16430 16431 > true count=3, estimated count=158, Key=6345451
[3755] - <2184 15832 > true count=38, estimated count=166, Key=1162288
[3756] - <48 1996 > true count=108, estimated count=227, Key=1091860
[3757] - <331 > true count=182, estimated count=194, Key=331
[3758] - <39 11747 > true count=140, estimated count=184, Key=6425648
[3759] - <4358 > true count=77, estimated count=166, Key=4358
[3760] - <39 48 10451 16217 > true count=13, estimated count=162, Key=191055
[3761] - <48 6602 > true count=61, estimated count=167, Key=3611342
[3762] - <38 39 41 15832 > true count=74, estimated count=220, Key=1624936
[3763] - <48 123 16217 > true count=20, estimated count=172, Key=4998022
[3764] - <596 > true count=211, estimated count=211, Key=596
[3765] - <14098 16220 > true count=7, estimated count=156, Key=1386438
[3766] - <39 10446 15084 16430 16431 > true count=2, estimated count=158, Key=4666046
[3767] - <32 430 15578 16430 16431 > true count=2, estimated count=157, Key=7294413
[3768] - <39 10818 > true count=115, estimated count=269, Key=5917485
[3769] - <39 48 808 16155 16217 > true count=10, estimated count=159, Key=2796775
[3770] - <2874 > true count=233, estimated count=233, Key=2874
[3771] - <39 2515 > true count=197, estimated count=197, Key=1375744
[3772] - <39 48 89 16010 > true count=32, estimated count=180, Key=2043606
[3773] - <32 39 48 150 > true count=2, estimated count=157, Key=379307
[3774] - <39 48 2437 > true count=215, estimated count=346, Key=3021368
[3775] - <48 3189 > true count=125, estimated count=258, Key=1744431
[3776] - <438 16430 16431 > true count=17, estimated count=173, Key=6681347
[3777] - <48 792 > true count=7, estimated count=160, Key=433272
[3778] - <32 39 78 3324 16430 16431 > true count=2, estimated count=158, Key=5747440
[3779] - <32 39 270 16430 16431 > true count=6, estimated count=162, Key=3267004
[3780] - <48 684 > true count=174, estimated count=179, Key=374196
[3781] - <3502 15832 > true count=35, estimated count=162, Key=1163606
[3782] - <3161 > true count=145, estimated count=186, Key=3161
[3783] - <6508 > true count=119, estimated count=165, Key=6508
[3784] - <38 39 48 790 > true count=235, estimated count=315, Key=1654833
[3785] - <3537 > true count=199, estimated count=204, Key=3537
[3786] - <39 41 48 808 > true count=30, estimated count=184, Key=1691802
[3787] - <32 48 570 > true count=8, estimated count=163, Key=726818
[3788] - <39 7646 16217 > true count=34, estimated count=186, Key=1613094
[3789] - <2 48 209 308 546 822 1083 1311 1378 1821 2054 2129 2264 3391 3467 3713 3776 4127 5577 6497 6674 6748 7176 7266 11749 13958 14098 > true count=1, estimated count=156, Key=6803914
[3790] - <39 48 1269 > true count=4, estimated count=156, Key=1585896
[3791] - <39 41 2370 > true count=3, estimated count=158, Key=2935196
[3792] - <39 10441 > true count=95, estimated count=203, Key=5711266
[3793] - <48 1004 > true count=614, estimated count=614, Key=549236
[3794] - <5771 > true count=153, estimated count=176, Key=5771
[3795] - <39 264 > true count=599, estimated count=599, Key=144447
[3796] - <2561 > true count=251, estimated count=251, Key=2561
[3797] - <4859 > true count=165, estimated count=186, Key=4859
[3798] - <39 12951 > true count=281, estimated count=349, Key=7084236
[3799] - <39 41 48 2184 > true count=53, estimated count=195, Key=4434170
[3800] - <374 > true count=584, estimated count=584, Key=374
[3801] - <39 2350 > true count=113, estimated count=244, Key=1285489
[3802] - <39 2635 > true count=141, estimated count=285, Key=1441384
[3803] - <39 48 13017 16430 16431 > true count=3, estimated count=159, Key=3937997
[3804] - <3149 > true count=168, estimated count=261, Key=3149
[3805] - <38 1188 16430 16431 > true count=2, estimated count=157, Key=1089327
[3806] - <41 48 1609 14933 > true count=20, estimated count=170, Key=1765227
[3807] - <41 3616 > true count=203, estimated count=205, Key=1977993
[3808] - <1433 > true count=194, estimated count=194, Key=1433
[3809] - <14933 16217 > true count=31, estimated count=177, Key=1385632
[3810] - <39 3964 > true count=220, estimated count=324, Key=2168347
[3811] - <981 > true count=187, estimated count=187, Key=981
[3812] - <39 14933 16010 16011 > true count=25, estimated count=178, Key=7254603
[3813] - <48 413 13041 > true count=78, estimated count=227, Key=1253348
[3814] - <39 41 48 10423 > true count=52, estimated count=192, Key=5854497
[3815] - <3551 > true count=199, estimated count=199, Key=3551
[3816] - <200 > true count=239, estimated count=239, Key=200
[3817] - <39 41 208 > true count=165, estimated count=210, Key=278098
[3818] - <270 16430 > true count=12, estimated count=166, Key=1487480
[3819] - <3735 > true count=219, estimated count=219, Key=3735
[3820] - <38 39 48 16217 > true count=87, estimated count=233, Key=2400844
[3821] - <39 48 2649 7046 13017 16430 16431 > true count=2, estimated count=158, Key=4585608
[3822] - <38 48 16217 > true count=116, estimated count=262, Key=4956987
[3823] - <32 5152 > true count=46, estimated count=159, Key=2818176
[3824] - <39 41 48 7646 16217 > true count=14, estimated count=165, Key=7400469
[3825] - <38 39 110 16217 > true count=31, estimated count=187, Key=2477042
[3826] - <32 39 147 > true count=249, estimated count=359, Key=202028
[3827] - <32 39 79 > true count=244, estimated count=384, Key=118456
[3828] - <39 48 2375 > true count=77, estimated count=193, Key=2945170
[3829] - <38 39 41 237 16430 16431 > true count=6, estimated count=161, Key=7049582
[3830] - <38 39 41 48 170 237 > true count=4, estimated count=158, Key=1483451
[3831] - <861 > true count=205, estimated count=205, Key=861
[3832] - <750 > true count=161, estimated count=161, Key=750
[3833] - <32 39 12943 > true count=11, estimated count=160, Key=928312
[3834] - <39 41 48 389 > true count=11, estimated count=160, Key=856735
[3835] - <14656 > true count=72, estimated count=167, Key=14656
[3836] - <38 39 48 170 1764 > true count=2, estimated count=157, Key=5268409
[3837] - <48 441 16217 > true count=41, estimated count=187, Key=5171968
[3838] - <2967 > true count=138, estimated count=172, Key=2967
[3839] - <237 14933 > true count=16, estimated count=158, Key=668588
[3840] - <39 414 > true count=188, estimated count=263, Key=226497
[3841] - <39 1973 > true count=189, estimated count=194, Key=1079270
[3842] - <237 310 > true count=199, estimated count=202, Key=169807
[3843] - <2238 > true count=1715, estimated count=1715, Key=2238
[3844] - <9095 > true count=153, estimated count=170, Key=9095
[3845] - <31 > true count=920, estimated count=920, Key=31
[3846] - <39 48 1066 16430 16431 > true count=3, estimated count=159, Key=4250218
[3847] - <39 289 > true count=56, estimated count=181, Key=158122
[3848] - <38 48 264 > true count=135, estimated count=163, Key=350750
[3849] - <32 48 185 > true count=182, estimated count=184, Key=253653
[3850] - <39 41 48 225 2238 > true count=7, estimated count=159, Key=6682145
[3851] - <39 4899 16217 > true count=7, estimated count=158, Key=110485
[3852] - <39 3316 > true count=142, estimated count=170, Key=1813891
[3853] - <38 1831 > true count=252, estimated count=260, Key=1001595
[3854] - <39 41 48 3324 > true count=4, estimated count=160, Key=6706190
[3855] - <39 13443 > true count=221, estimated count=302, Key=7353360
[3856] - <39 48 13189 > true count=173, estimated count=302, Key=1235576
[3857] - <32 39 48 14098 > true count=101, estimated count=217, Key=5677671
[3858] - <39 41 8978 16010 > true count=85, estimated count=237, Key=5464358
[3859] - <39 48 16217 > true count=463, estimated count=609, Key=4956988
[3860] - <39 48 589 12925 > true count=3, estimated count=158, Key=4009701
[3861] - <39 48 2046 > true count=217, estimated count=305, Key=2540829
[3862] - <39 41 549 > true count=46, estimated count=196, Key=697187
[3863] - <39 2344 > true count=183, estimated count=183, Key=1282207
[3864] - <32 39 41 48 824 16430 > true count=2, estimated count=158, Key=1268424
[3865] - <48 2273 > true count=2, estimated count=156, Key=1243379
[3866] - <39 48 704 > true count=184, estimated count=307, Key=891511
[3867] - <39 41 651 > true count=36, estimated count=171, Key=822545
[3868] - <38 39 1188 > true count=106, estimated count=180, Key=1481423
[3869] - <19 32 39 41 48 16430 16431 > true count=2, estimated count=158, Key=4256400
[3870] - <39 48 237 > true count=1244, estimated count=1244, Key=317568
[3871] - <2056 > true count=419, estimated count=419, Key=2056
[3872] - <41 846 > true count=180, estimated count=180, Key=462803
[3873] - <32 703 > true count=80, estimated count=173, Key=384573
[3874] - <48 1001 > true count=175, estimated count=288, Key=547595
[3875] - <32 38 39 48 110 > true count=201, estimated count=202, Key=466803
[3876] - <39 48 7895 > true count=3, estimated count=159, Key=2229250
[3877] - <39 48 3271 > true count=13, estimated count=159, Key=4046354
[3878] - <39 48 65 > true count=1797, estimated count=1797, Key=106180
[3879] - <3236 > true count=176, estimated count=176, Key=3236
[3880] - <930 > true count=109, estimated count=185, Key=930
[3881] - <39 256 > true count=188, estimated count=250, Key=140071
[3882] - <65 809 16217 > true count=8, estimated count=156, Key=5373281
[3883] - <41 488 > true count=10, estimated count=156, Key=266977
[3884] - <38 39 185 > true count=134, estimated count=217, Key=248736
[3885] - <39 15406 > true count=44, estimated count=184, Key=927121
[3886] - <1896 > true count=96, estimated count=176, Key=1896
[3887] - <48 1294 > true count=153, estimated count=168, Key=707866
[3888] - <38 41 48 16430 > true count=19, estimated count=173, Key=2826447
[3889] - <39 48 16155 16430 16431 > true count=3, estimated count=158, Key=294599
[3890] - <2069 > true count=150, estimated count=160, Key=2069
[3891] - <11129 > true count=118, estimated count=166, Key=11129
[3892] - <48 536 > true count=164, estimated count=262, Key=293240
[3893] - <48 16155 16430 16431 > true count=5, estimated count=160, Key=1776286
[3894] - <32 39 48 101 > true count=182, estimated count=270, Key=281650
[3895] - <7205 > true count=316, estimated count=373, Key=7205
[3896] - <1239 > true count=569, estimated count=569, Key=1239
[3897] - <48 15879 > true count=104, estimated count=257, Key=1185861
[3898] - <41 48 117 > true count=168, estimated count=264, Key=170090
[3899] - <39 808 16155 > true count=28, estimated count=173, Key=5296510
[3900] - <3345 > true count=94, estimated count=170, Key=3345
[3901] - <39 12925 16155 > true count=3, estimated count=156, Key=4424509
[3902] - <65 147 > true count=143, estimated count=162, Key=80474
[3903] - <39 41 76 > true count=172, estimated count=217, Key=115870
[3904] - <12929 16217 > true count=43, estimated count=189, Key=1383628
[3905] - <39 41 48 179 > true count=42, estimated count=169, Key=438205
[3906] - <39 829 > true count=206, estimated count=352, Key=453502
[3907] - <39 48 1585 > true count=185, estimated count=292, Key=1974260
[3908] - <32 48 16010 16011 > true count=100, estimated count=240, Key=6612501
[3909] - <41 48 1043 > true count=5, estimated count=160, Key=1308144
[3910] - <41 2634 > true count=31, estimated count=158, Key=1440839
[3911] - <533 16217 > true count=12, estimated count=158, Key=1371232
[3912] - <38 589 > true count=170, estimated count=170, Key=322221
[3913] - <2596 3151 16217 > true count=9, estimated count=162, Key=6656886
[3914] - <32 48 237 16217 > true count=9, estimated count=159, Key=2638042
[3915] - <38 39 1831 > true count=92, estimated count=165, Key=2271670
[3916] - <48 3279 > true count=161, estimated count=279, Key=1793661
[3917] - <32 39 2238 > true count=257, estimated count=358, Key=2771867
[3918] - <39 41 48 310 > true count=486, estimated count=547, Key=699288
[3919] - <39 41 48 475 16217 > true count=17, estimated count=164, Key=608666
[3920] - <2708 > true count=180, estimated count=180, Key=2708
[3921] - <2842 > true count=181, estimated count=196, Key=2842
[3922] - <41 101 16010 > true count=19, estimated count=157, Key=4731578
[3923] - <237 16430 16431 > true count=14, estimated count=168, Key=6681146
[3924] - <36 38 39 48 16010 > true count=21, estimated count=173, Key=6675907
[3925] - <2135 9758 16430 16431 > true count=2, estimated count=158, Key=5779214
[3926] - <2202 > true count=142, estimated count=204, Key=2202
[3927] - <16189 > true count=17, estimated count=162, Key=16189
[3928] - <39 14098 > true count=801, estimated count=877, Key=211645
[3929] - <39 48 812 > true count=310, estimated count=463, Key=1024243
[3930] - <39 41 703 > true count=34, estimated count=170, Key=886453
[3931] - <39 48 413 16217 > true count=37, estimated count=183, Key=2854353
[3932] - <10268 > true count=8, estimated count=159, Key=10268
[3933] - <39 15898 > true count=2, estimated count=157, Key=1196245
[3934] - <38 39 16155 > true count=12, estimated count=164, Key=4875866
[3935] - <32 16155 16217 > true count=13, estimated count=159, Key=6267510
[3936] - <48 2241 > true count=277, estimated count=421, Key=1225875
[3937] - <39 41 413 16217 > true count=26, estimated count=181, Key=2850524
[3938] - <39 41 237 16010 > true count=24, estimated count=163, Key=2221669
[3939] - <32 39 41 > true count=2359, estimated count=2359, Key=71754
[3940] - <48 491 > true count=182, estimated count=244, Key=268625
[3941] - <1600 16430 16431 > true count=7, estimated count=161, Key=6682509
[3942] - <38 39 48 441 > true count=10, estimated count=161, Key=959276
[3943] - <1600 16430 > true count=11, estimated count=165, Key=1488810
[3944] - <1043 > true count=551, estimated count=551, Key=1043
[3945] - <39 48 15879 > true count=66, estimated count=202, Key=4541586
[3946] - <38 39 41 110 > true count=511, estimated count=515, Key=290990
[3947] - <39 1126 16217 > true count=10, estimated count=161, Key=5546654
[3948] - <38 39 41 48 12925 > true count=13, estimated count=159, Key=5698249
[3949] - <1781 > true count=139, estimated count=177, Key=1781
[3950] - <48 3270 16430 16431 > true count=7, estimated count=163, Key=2228191
[3951] - <41 48 65 16430 16431 > true count=7, estimated count=163, Key=3019991
[3952] - <39 48 13060 > true count=44, estimated count=187, Key=1077035
[3953] - <555 > true count=202, estimated count=202, Key=555
[3954] - <39 1594 > true count=142, estimated count=247, Key=871957
