---OutputTable---
time=990001
table_size=3258
[1] - <2 446 41266 > true count=1, estimated count=2681, Key=5959878
[1590] - <6 138 737 > true count=81, estimated count=2698, Key=981265
[1591] - <1 6 11 563 > true count=4, estimated count=2682, Key=1138861
[1592] - <6 11 148 218 237 > true count=3506, estimated count=3510, Key=1273902
[1593] - <6 11 27 897 2300 > true count=22, estimated count=2690, Key=649627
[1594] - <1 6 11 974 1829 > true count=4, estimated count=2685, Key=6985905
[1595] - <1 3 6 364 > true count=937, estimated count=2728, Key=734468
[1596] - <3 6 473 > true count=262, estimated count=2759, Key=584602
[1597] - <4731 > true count=6, estimated count=2682, Key=4731
[1598] - <2 3 6 19424 29464 > true count=1, estimated count=2681, Key=7217585
[1599] - <3 3003 5572 36151 > true count=1, estimated count=2682, Key=5539575
[1600] - <28 32 205 > true count=354, estimated count=2701, Key=269477
[1601] - <6 11 77 273 > true count=273, estimated count=2698, Key=644745
[1602] - <3 6 11 64 584 > true count=7, estimated count=2687, Key=1749772
[1603] - <5572 > true count=3, estimated count=2683, Key=5572
[1604] - <3 6 11 62 64 > true count=4, estimated count=2683, Key=316306
[1605] - <1 6 621 > true count=2, estimated count=2683, Key=766492
[1606] - <1 6 64 861 > true count=1, estimated count=2682, Key=1797912
[1607] - <3 4 6 11 148 > true count=61, estimated count=2699, Key=438340
[1608] - <3 6 11 492 > true count=18, estimated count=2682, Key=997360
[1609] - <6 11 1168 > true count=9, estimated count=2683, Key=1441495
[1610] - <6 2045 3322 3758 4155 > true count=2, estimated count=2683, Key=1613148
[1611] - <3988 > true count=2, estimated count=2681, Key=3988
[1612] - <6 423 438 > true count=2759, estimated count=2805, Key=769689
[1613] - <6 11 710 > true count=6, estimated count=2683, Key=878613
[1614] - <27 87 934 > true count=112, estimated count=2682, Key=1195502
[1615] - <1 3766 21600 22342 > true count=1, estimated count=2681, Key=5634009
[1616] - <6 11 71 77 148 218 > true count=18, estimated count=2686, Key=1434253
[1617] - <6 7 11 27 28 32 278 1050 2226 > true count=2, estimated count=2683, Key=2710439
[1618] - <1 6 40 1025 > true count=2, estimated count=2682, Key=2095268
[1619] - <6 11 49 438 > true count=12, estimated count=2683, Key=939178
[1620] - <6 928 > true count=4, estimated count=2684, Key=507622
[1621] - <1 6 11 1469 > true count=10, estimated count=2685, Key=2944519
[1622] - <1 6 11 237 > true count=3224, estimated count=5407, Key=489143
[1623] - <6 512 1631 1707 > true count=17, estimated count=2682, Key=5686620
[1624] - <6 11 1518 > true count=2418, estimated count=2755, Key=1871645
[1625] - <6 11 27 254 > true count=21, estimated count=2684, Key=545428
[1626] - <6 7 27 398 399 400 2800 4078 14565 > true count=1, estimated count=2682, Key=1209416
[1627] - <1 6 11 697 1477 > true count=3, estimated count=2682, Key=5466196
[1628] - <6 7 11 27 87 148 218 > true count=18, estimated count=2687, Key=1804094
[1629] - <3 6 354 > true count=46, estimated count=2686, Key=438351
[1630] - <6 11 77 148 218 303 504 > true count=4, estimated count=2685, Key=4308129
[1631] - <3 6 237 > true count=248, estimated count=2700, Key=294558
[1632] - <6 11 45 148 218 > true count=34, estimated count=2695, Key=955574
[1633] - <6 2086 > true count=36, estimated count=2682, Key=1141048
[1634] - <6 148 218 378 > true count=1011, estimated count=2709, Key=1102238
[1635] - <3 6 11 776 > true count=4, estimated count=2683, Key=1563372
[1636] - <6 7 218 987 > true count=2931, estimated count=2984, Key=2238848
[1637] - <6 83 303 > true count=19, estimated count=2684, Key=417794
[1638] - <6 40 987 > true count=3095, estimated count=3136, Key=1234909
[1639] - <2093 > true count=38, estimated count=2684, Key=2093
[1640] - <6 3262 > true count=6, estimated count=2687, Key=1784320
[1641] - <6 498 > true count=97, estimated count=2697, Key=272412
[1642] - <6 148 218 504 987 > true count=26, estimated count=2688, Key=4066619
[1643] - <6 11 148 306 376 > true count=4, estimated count=2683, Key=1831397
[1644] - <1 6 138 148 987 > true count=21, estimated count=2684, Key=3181112
[1645] - <3 6 11 650 > true count=4, estimated count=2685, Key=1312254
[1646] - <1 6 11 89 > true count=3134, estimated count=3140, Key=194179
[1647] - <6 11 316 916 > true count=6, estimated count=2686, Key=2219975
[1648] - <6 11 672 > true count=3007, estimated count=3427, Key=831911
[1649] - <1 6 11 916 > true count=3689, estimated count=3695, Key=1842390
[1650] - <6 11 148 218 452 > true count=7, estimated count=2683, Key=1864937
[1651] - <3 6 11 71 > true count=95, estimated count=2688, Key=158307
[1652] - <6 11 3804 > true count=2107, estimated count=2701, Key=4681139
[1653] - <3 6 11 747 > true count=3414, estimated count=3429, Key=1505575
[1654] - <6 7 11 138 218 > true count=2634, estimated count=3097, Key=891670
[1655] - <6 7 11 32 37 > true count=2691, estimated count=2879, Key=182843
[1656] - <6 11 148 218 314 > true count=4099, estimated count=4419, Key=1485575
[1657] - <1 6 11 434 > true count=2739, estimated count=2742, Key=881764
[1658] - <6 11 90 303 > true count=2907, estimated count=3134, Key=720512
[1659] - <1 3 6 55 > true count=4076, estimated count=5712, Key=118631
[1660] - <6 11 324 329 331 332 338 339 > true count=214, estimated count=2684, Key=4653364
[1661] - <1 6 11 148 218 537 > true count=11, estimated count=2686, Key=2834045
[1662] - <6 11 136 1101 > true count=3007, estimated count=3589, Key=2367460
[1663] - <3 7 934 > true count=2847, estimated count=2849, Key=1151718
[1664] - <3 6 11 1065 > true count=10, estimated count=2684, Key=2139349
[1665] - <6 11 148 218 737 > true count=3620, estimated count=4161, Key=2648402
[1666] - <6 7 205 > true count=13372, estimated count=14246, Key=255780
[1667] - <3 6 90 237 > true count=4, estimated count=2684, Key=586236
[1668] - <6 11 64 584 706 > true count=4, estimated count=2685, Key=3189385
[1669] - <1 6 148 218 2952 > true count=29, estimated count=2683, Key=1234697
[1670] - <6 7 27 897 3351 > true count=27, estimated count=2707, Key=3536638
[1671] - <6 1529 > true count=1151, estimated count=3031, Key=836369
[1672] - <6 11 512 1631 > true count=18, estimated count=2685, Key=3885854
[1673] - <6 7 11 27 49 218 > true count=16, estimated count=2682, Key=986524
[1674] - <1 3 6 762 3517 4216 > true count=1, estimated count=2682, Key=3793411
[1675] - <3 259 648 8761 > true count=1, estimated count=2681, Key=3398741
[1676] - <1 590 > true count=3, estimated count=2682, Key=322731
[1677] - <6 19 > true count=5, estimated count=2681, Key=10399
[1678] - <1 6 64 584 644 > true count=4, estimated count=2682, Key=3016207
[1679] - <3 6 7 11 86 > true count=2715, estimated count=2880, Key=270225
[1680] - <1 6 7 11 64 > true count=3389, estimated count=3398, Key=209745
[1681] - <2298 > true count=3054, estimated count=3054, Key=2298
[1682] - <6 11 90 148 218 446 > true count=6, estimated count=2684, Key=2608005
[1683] - <1 6 11 148 218 269 273 > true count=4, estimated count=2684, Key=3081270
[1684] - <6 11 579 916 3262 > true count=2, estimated count=2683, Key=4010440
[1685] - <6 344 > true count=30, estimated count=2688, Key=188174
[1686] - <6 11 148 218 303 1030 > true count=2, estimated count=2683, Key=5143766
[1687] - <6 11 27 148 218 800 > true count=2, estimated count=2683, Key=3798252
[1688] - <6 11 744 > true count=765, estimated count=3133, Key=920399
[1689] - <6 55 64 > true count=2994, estimated count=3505, Key=108747
[1690] - <1 6 > true count=132113, estimated count=132113, Key=3283
[1691] - <6 11 3992 > true count=6, estimated count=2683, Key=4912191
[1692] - <6 11 1810 > true count=4710, estimated count=4733, Key=2230513
[1693] - <6 7 11 27 87 205 > true count=3236, estimated count=3915, Key=1044433
[1694] - <6 11 56 > true count=13418, estimated count=15151, Key=74847
[1695] - <6 7 11 27 1138 > true count=23, estimated count=2702, Key=3199527
[1696] - <3 6 89 > true count=2967, estimated count=3069, Key=112666
[1697] - <3 6 7 11 27 32 > true count=2749, estimated count=2763, Key=222626
[1698] - <6 7 11 55 > true count=4084, estimated count=4164, Key=126969
[1699] - <1 3 6 11 27 71 77 438 633 > true count=2, estimated count=2683, Key=1046519
[1700] - <6 11 148 218 579 > true count=5, estimated count=2684, Key=2214060
[1701] - <3 6 11 14 64 584 > true count=4, estimated count=2684, Key=2311946
[1702] - <6 11 218 246 > true count=23, estimated count=2685, Key=764223
[1703] - <6 1164 > true count=2, estimated count=2682, Key=636714
[1704] - <6 11 730 > true count=15, estimated count=2689, Key=903193
[1705] - <4103 4871 > true count=2, estimated count=2682, Key=2668540
[1706] - <3 6 11 64 644 > true count=13, estimated count=2690, Key=1914712
[1707] - <1 6 423 531 672 829 1025 1569 1770 2108 2254 2357 3322 3559 3607 3721 3723 3804 3835 4093 4647 7768 7769 7808 7813 > true count=2, estimated count=2682, Key=7455982
[1708] - <1 6 11 233 747 > true count=4, estimated count=2681, Key=2534674
[1709] - <1 6 347 1025 > true count=2, estimated count=2681, Key=2472571
[1710] - <3 6 11 83 148 218 > true count=66, estimated count=2692, Key=1369733
[1711] - <1912 > true count=2, estimated count=2681, Key=1912
[1712] - <6 11 694 > true count=64, estimated count=2688, Key=858949
[1713] - <1 6 11 540 > true count=3689, estimated count=3693, Key=1093022
[1714] - <3 6 11 136 148 218 > true count=47, estimated count=2698, Key=1475362
[1715] - <6 11 247 > true count=3335, estimated count=3995, Key=309586
[1716] - <6 11 218 540 579 > true count=4, estimated count=2685, Key=2941836
[1717] - <1 6 11 218 579 > true count=4, estimated count=2683, Key=2042947
[1718] - <6 423 672 858 1592 1871 1876 2176 2357 3407 4584 > true count=2, estimated count=2682, Key=6752094
[1719] - <6 11 1568 > true count=4, estimated count=2683, Key=1933095
[1720] - <6 11 719 > true count=7, estimated count=2683, Key=889674
[1721] - <6 11 324 331 332 333 338 339 > true count=2524, estimated count=2822, Key=4663680
[1722] - <6 11 148 218 670 > true count=16, estimated count=2683, Key=2464219
[1723] - <504 1031 3407 3835 > true count=2, estimated count=2681, Key=4894819
[1724] - <6 11 148 218 358 > true count=3073, estimated count=3165, Key=1606531
[1725] - <6 7 379 > true count=14, estimated count=2683, Key=469626
[1726] - <3 6 633 > true count=2958, estimated count=3170, Key=781242
[1727] - <1 6 11 27 69 916 > true count=2, estimated count=2683, Key=3540490
[1728] - <3 6 218 316 > true count=2942, estimated count=3025, Key=900995
[1729] - <2 6 7 11 27 205 > true count=9, estimated count=2687, Key=842138
[1730] - <1 3 6 11 218 504 > true count=6, estimated count=2686, Key=2435045
[1731] - <1 6 11 266 > true count=292, estimated count=2812, Key=546940
[1732] - <6 11 56 90 > true count=3803, estimated count=3809, Key=254217
[1733] - <6 11 324 331 332 334 338 339 > true count=220, estimated count=2730, Key=4667261
[1734] - <3 6 218 438 > true count=2748, estimated count=2771, Key=1144141
[1735] - <2 > true count=42927, estimated count=42927, Key=2
[1736] - <1 6 11 77 148 218 > true count=4725, estimated count=5095, Key=1357773
[1737] - <6 719 > true count=2801, estimated count=2954, Key=393299
[1738] - <1 3 6 11 90 148 218 > true count=21, estimated count=2687, Key=1772115
[1739] - <1 6 11 148 987 1044 > true count=5, estimated count=2685, Key=6763593
[1740] - <1 6 11 148 218 514 > true count=31, estimated count=2686, Key=2751682
[1741] - <1 6 11 148 1644 > true count=947, estimated count=2776, Key=4831122
[1742] - <1 6 11 148 314 > true count=444, estimated count=2897, Key=1174952
[1743] - <1 6 218 > true count=30182, estimated count=32127, Key=271205
[1744] - <27 400 1834 > true count=5, estimated count=2685, Key=2472813
[1745] - <6 11 27 148 205 218 > true count=2819, estimated count=3311, Key=1678373
[1746] - <6 11 869 > true count=4, estimated count=2684, Key=1074024
[1747] - <6 7 28 32 37 321 612 1044 1050 1154 1784 1785 1786 1787 1788 1789 1790 2397 2993 5178 6952 6966 7512 8550 10277 10633 14410 15498 17270 > true count=1, estimated count=2681, Key=1245784
[1748] - <1 64 672 > true count=3, estimated count=2683, Key=860897
[1749] - <6 11 21 27 > true count=25, estimated count=2683, Key=85643
[1750] - <1 6 7 11 27 136 > true count=21, estimated count=2693, Key=595048
[1751] - <3 6 11 55 148 > true count=57, estimated count=2686, Key=533271
[1752] - <3 6 11 64 83 > true count=7, estimated count=2685, Key=372523
[1753] - <1 6 11 46 148 218 > true count=121, estimated count=2695, Key=1295990
[1754] - <73 > true count=18749, estimated count=18749, Key=73
[1755] - <6 7 28 32 37 1050 1154 1784 1785 1786 1787 1788 1789 1790 6966 10277 > true count=2, estimated count=2683, Key=3163980
[1756] - <6 7 11 1050 > true count=9, estimated count=2684, Key=2110004
[1757] - <3 6 11 294 > true count=4950, estimated count=5543, Key=602746
[1758] - <6 148 218 269 303 > true count=88, estimated count=2690, Key=1717948
[1759] - <6 138 632 > true count=2914, estimated count=3160, Key=852220
[1760] - <6 11 563 > true count=2847, estimated count=2870, Key=697950
[1761] - <3 6 11 40 148 > true count=2819, estimated count=2836, Key=503376
[1762] - <1 3 6 7 11 > true count=8002, estimated count=10548, Key=53206
[1763] - <1 6 11 77 90 148 218 838 > true count=3, estimated count=2684, Key=1912277
[1764] - <6 7 11 136 > true count=4482, estimated count=4499, Key=288402
[1765] - <6 11 246 > true count=3445, estimated count=3705, Key=308357
[1766] - <3 6 7 11 27 > true count=13574, estimated count=13689, Key=108034
[1767] - <6 11 64 3776 > true count=3, estimated count=2684, Key=110247
[1768] - <6 11 325 > true count=71, estimated count=2683, Key=405448
[1769] - <2 6 215 > true count=540, estimated count=2874, Key=267519
[1770] - <6 11 25 135 > true count=2711, estimated count=2962, Key=305803
[1771] - <6 11 46 512 930 > true count=3, estimated count=2684, Key=3639543
[1772] - <6 218 584 > true count=90, estimated count=2698, Key=836988
[1773] - <3 6 11 > true count=143682, estimated count=143682, Key=16804
[1774] - <6 7 11 27 55 > true count=50, estimated count=2695, Key=222360
[1775] - <2 3 6 > true count=13515, estimated count=13515, Key=9017
[1776] - <6 11 135 136 > true count=3405, estimated count=3411, Key=442986
[1777] - <6 11 372 > true count=3426, estimated count=3441, Key=463211
[1778] - <6 11 324 332 334 338 339 > true count=2427, estimated count=4791, Key=4693158
[1779] - <6 11 218 829 > true count=2872, estimated count=5046, Key=1926142
[1780] - <6 11 135 218 452 > true count=5, estimated count=2683, Key=1848960
[1781] - <1 6 64 4786 > true count=3, estimated count=2681, Key=2120437
[1782] - <6 11 27 49 77 > true count=29, estimated count=2689, Key=348536
[1783] - <6 11 148 218 378 > true count=11, estimated count=2681, Key=1661511
[1784] - <6 11 1065 1541 1544 1545 > true count=34, estimated count=2685, Key=6663222
[1785] - <6 7 11 423 > true count=40, estimated count=2685, Key=860393
[1786] - <6 11 139 > true count=3128, estimated count=3613, Key=176854
[1787] - <6 69 218 987 > true count=31, estimated count=2690, Key=2272762
[1788] - <27 185 > true count=14, estimated count=2685, Key=101222
[1789] - <6 2872 > true count=10, estimated count=2685, Key=1570990
[1790] - <1 3 6 11 21 40 64 77 273 358 521 686 2006 2085 2982 3586 5666 16431 > true count=1, estimated count=2682, Key=2104701
[1791] - <6 11 1564 > true count=10, estimated count=2687, Key=1928179
[1792] - <6 11 73 > true count=6585, estimated count=7255, Key=95740
[1793] - <3 6 11 148 512 > true count=2686, estimated count=4788, Key=1719256
[1794] - <6 11 278 > true count=12249, estimated count=12631, Key=347685
[1795] - <6 11 423 435 > true count=6, estimated count=2683, Key=1392845
[1796] - <6 7 138 148 > true count=2782, estimated count=2812, Key=468401
[1797] - <6 329 330 331 332 333 > true count=208, estimated count=2704, Key=3350363
[1798] - <6 11 507 > true count=16, estimated count=2697, Key=629126
[1799] - <6 11 90 138 > true count=17, estimated count=2686, Key=391667
[1800] - <6 90 2013 > true count=5, estimated count=2686, Key=2523213
[1801] - <1 3 294 > true count=2834, estimated count=2834, Key=362968
[1802] - <6 7 11 28 32 400 > true count=10, estimated count=2685, Key=1593526
[1803] - <1 6 11 233 650 2128 > true count=4, estimated count=2684, Key=2388389
[1804] - <6 2298 > true count=251, estimated count=2694, Key=1257012
[1805] - <6 64 1770 16877 > true count=1, estimated count=2682, Key=5846205
[1806] - <1 6 11 148 155 218 235 236 237 254 259 292 432 441 656 987 1464 1863 2270 3512 7244 > true count=1, estimated count=2682, Key=4710229
[1807] - <6 11 71 77 135 1000 > true count=5, estimated count=2682, Key=4198858
[1808] - <3 6 56 218 > true count=2823, estimated count=2833, Key=506583
[1809] - <6 11 2192 > true count=9, estimated count=2688, Key=2699991
[1810] - <6 11 455 > true count=4535, estimated count=4561, Key=565218
[1811] - <3 6 7 27 321 > true count=2736, estimated count=2915, Key=948128
[1812] - <6 11 136 138 > true count=3664, estimated count=3693, Key=448201
[1813] - <1 6 11 90 514 521 > true count=7, estimated count=2684, Key=3474859
[1814] - <3 6 27 > true count=26522, estimated count=26522, Key=36468
[1815] - <3 6 205 215 > true count=93, estimated count=2691, Key=683725
[1816] - <6 11 1030 > true count=3736, estimated count=4166, Key=1271893
[1817] - <1 6 7 11 27 85 86 > true count=12, estimated count=2692, Key=792623
[1818] - <3 6 11 21 > true count=3137, estimated count=3152, Key=58657
[1819] - <6 273 > true count=15270, estimated count=17177, Key=149337
[1820] - <1 6 7 11 265 438 > true count=2, estimated count=2682, Key=2330772
[1821] - <3 6 7 11 762 866 > true count=2, estimated count=2683, Key=5229695
[1822] - <6 11 159 > true count=21, estimated count=2686, Key=201434
[1823] - <3 6 2817 > true count=3, estimated count=2682, Key=3465378
[1824] - <6 11 64 148 218 > true count=8737, estimated count=9482, Key=978925
[1825] - <6 7 11 27 56 > true count=10, estimated count=2684, Key=225109
[1826] - <6 650 2122 > true count=13, estimated count=2685, Key=2963494
[1827] - <6 11 27 49 148 > true count=2786, estimated count=2787, Key=543715
[1828] - <6 7 11 148 218 247 > true count=2, estimated count=2683, Key=1796107
[1829] - <3 6 11 148 218 358 > true count=5, estimated count=2686, Key=2193048
[1830] - <6 7 11 28 32 87 205 211 218 246 1138 1155 1978 > true count=2, estimated count=2682, Key=6827116
[1831] - <6 7 11 27 77 83 897 1138 > true count=2, estimated count=2683, Key=4546836
[1832] - <1 6 11 64 148 218 > true count=4839, estimated count=5164, Key=1331864
[1833] - <1 6 11 136 662 > true count=272, estimated count=2802, Key=2107688
[1834] - <6 11 747 > true count=7948, estimated count=7992, Key=924086
[1835] - <6 152 > true count=3396, estimated count=5947, Key=83150
[1836] - <6 11 229 > true count=8450, estimated count=8492, Key=287464
[1837] - <6 11 46 379 > true count=4024, estimated count=4027, Key=817904
[1838] - <1 6 11 467 > true count=7, estimated count=2685, Key=947533
[1839] - <6 11 40 77 504 > true count=4, estimated count=2682, Key=1594140
[1840] - <1 6 11 148 218 438 > true count=3480, estimated count=3806, Key=2479526
[1841] - <3 6 2045 > true count=4, estimated count=2684, Key=2516590
[1842] - <6 148 > true count=64750, estimated count=64750, Key=80962
[1843] - <6 11 148 506 > true count=2754, estimated count=2756, Key=1196373
[1844] - <6 11 83 90 > true count=757, estimated count=2769, Key=287400
[1845] - <6 7 11 27 77 > true count=4200, estimated count=6816, Key=282838
[1846] - <6 11 27 218 438 800 > true count=3, estimated count=2684, Key=4542542
[1847] - <3 6 11 303 504 > true count=6, estimated count=2686, Key=2006179
[1848] - <3317 > true count=9, estimated count=2686, Key=3317
[1849] - <1 6 7 11 148 3492 > true count=3, estimated count=2684, Key=5445513
[1850] - <1 6 7 11 28 32 432 2045 4155 > true count=2, estimated count=2683, Key=4410075
[1851] - <1 3 6 11 56 218 512 > true count=4, estimated count=2683, Key=3229093
[1852] - <6 7 27 83 278 > true count=448, estimated count=2717, Key=966659
[1853] - <3 6 11 498 > true count=2, estimated count=2683, Key=1009318
[1854] - <6 1146 > true count=9, estimated count=2683, Key=626868
[1855] - <6 83 > true count=29983, estimated count=32212, Key=45407
[1856] - <6 11 434 > true count=4896, estimated count=5836, Key=539409
[1857] - <330 331 334 338 339 > true count=2418, estimated count=2688, Key=2197418
[1858] - <1 6 40 138 > true count=23, estimated count=2685, Key=327477
[1859] - <3 6 148 218 273 > true count=414, estimated count=2832, Key=1370128
[1860] - <6 11 71 1000 > true count=28, estimated count=2692, Key=2086282
[1861] - <6 11 27 49 278 > true count=29, estimated count=2691, Key=901085
[1862] - <3 6 1065 > true count=73, estimated count=2715, Key=1312170
[1863] - <3 6 7 11 27 49 77 205 > true count=2, estimated count=2683, Key=624125
[1864] - <6 11 64 69 > true count=2939, estimated count=3344, Key=222196
[1865] - <6 7 11 27 32 897 > true count=15, estimated count=2685, Key=3371290
[1866] - <6 7 11 90 521 > true count=7, estimated count=2687, Key=1628953
[1867] - <6 27 2243 > true count=32, estimated count=2688, Key=2771422
[1868] - <6 27 378 > true count=15, estimated count=2681, Key=479337
[1869] - <6 151 303 4242 > true count=2, estimated count=2682, Key=1409296
[1870] - <6 11 148 218 1025 > true count=3136, estimated count=3364, Key=3440114
[1871] - <6 11 40 148 218 316 987 2371 > true count=2, estimated count=2682, Key=6446923
[1872] - <6 11 254 361 > true count=1450, estimated count=2907, Key=1037662
[1873] - <6 7 11 27 83 205 > true count=2726, estimated count=2728, Key=1033437
[1874] - <6 7 27 897 2300 > true count=37, estimated count=2701, Key=647439
[1875] - <3 6 11 218 273 > true count=2564, estimated count=3200, Key=1201755
[1876] - <6 11 3197 > true count=3085, estimated count=3107, Key=3935136
[1877] - <6 7 521 522 > true count=9, estimated count=2683, Key=1684490
[1878] - <6 11 23 90 136 273 303 314 423 435 438 446 448 457 458 504 667 719 738 905 1101 1473 2345 2398 2456 3186 3762 5230 5603 6636 6711 9854 22293 > true count=1, estimated count=2682, Key=4344424
[1879] - <6 11 148 218 1693 > true count=3, estimated count=2682, Key=5276446
[1880] - <6 11 27 205 2817 > true count=92, estimated count=2690, Key=691704
[1881] - <675 > true count=285, estimated count=2700, Key=675
[1882] - <6 2993 > true count=2761, estimated count=2852, Key=1637177
[1883] - <1 3 6 11 64 > true count=5042, estimated count=6656, Key=206875
[1884] - <6 7 27 205 897 1956 > true count=9, estimated count=2683, Key=2415872
[1885] - <3 6 11 762 > true count=2910, estimated count=2931, Key=1535470
[1886] - <6 44 1025 > true count=10, estimated count=2684, Key=1283799
[1887] - <6 87 1868 > true count=7, estimated count=2681, Key=2343367
[1888] - <2 6 11 69 > true count=18, estimated count=2687, Key=154320
[1889] - <6 11 69 148 987 > true count=23, estimated count=2686, Key=3099051
[1890] - <291 > true count=9, estimated count=2685, Key=291
[1891] - <6 7 11 27 90 > true count=3064, estimated count=3261, Key=318575
[1892] - <6 7845 > true count=2, estimated count=2681, Key=4291221
[1893] - <1 6 11 494 > true count=2907, estimated count=3312, Key=1001344
[1894] - <1 6 11 138 269 > true count=2, estimated count=2683, Key=1031317
[1895] - <3 6 11 56 > true count=5813, estimated count=5842, Key=128412
[1896] - <6 148 218 506 > true count=2691, estimated count=3053, Key=1357342
[1897] - <6 137 > true count=2802, estimated count=2892, Key=74945
[1898] - <6 11 218 378 > true count=2818, estimated count=3412, Key=1027299
[1899] - <1 3 6 11 316 > true count=3078, estimated count=3105, Key=899623
[1900] - <6 11 2143 > true count=13, estimated count=2688, Key=2639770
[1901] - <3 6 11 1132 > true count=2700, estimated count=3074, Key=2272880
[1902] - <3 6 11 77 148 218 > true count=3628, estimated count=3636, Key=1357775
[1903] - <6 11 496 > true count=3416, estimated count=4061, Key=615607
[1904] - <6 11 90 512 > true count=3239, estimated count=3445, Key=1137049
[1905] - <6 11 204 > true count=2892, estimated count=3791, Key=256739
[1906] - <3 6 90 273 > true count=9, estimated count=2685, Key=657984
[1907] - <6 11 148 218 3658 > true count=2, estimated count=2681, Key=3178231
[1908] - <6 11 88 > true count=2740, estimated count=2783, Key=114175
[1909] - <6 138 504 > true count=35, estimated count=2687, Key=694908
[1910] - <6 7 11 27 > true count=30567, estimated count=30839, Key=71165
[1911] - <1 6 970 > true count=2722, estimated count=2781, Key=1195413
[1912] - <6 270 > true count=48, estimated count=2701, Key=147696
[1913] - <2086 > true count=1011, estimated count=2726, Key=2086
[1914] - <6 11 1754 > true count=97, estimated count=2688, Key=2161689
[1915] - <3 648 > true count=55, estimated count=2687, Key=354459
[1916] - <6 27 512 > true count=2038, estimated count=2708, Key=644023
[1917] - <3 11 2457 > true count=3, estimated count=2682, Key=3025673
[1918] - <6 11 438 810 > true count=2, estimated count=2681, Key=2158655
[1919] - <6 7 11 27 83 934 > true count=22, estimated count=2684, Key=3643986
[1920] - <3 6 522 > true count=2028, estimated count=2893, Key=644823
[1921] - <3 6 142 > true count=2981, estimated count=3136, Key=177803
[1922] - <6 11 55 218 > true count=4806, estimated count=6659, Key=508092
[1923] - <1 6 11 218 > true count=25608, estimated count=25790, Key=451276
[1924] - <6 11 64 987 > true count=2837, estimated count=3422, Key=2051770
[1925] - <6 112 > true count=117, estimated count=2691, Key=61270
[1926] - <1 6 273 446 > true count=5, estimated count=2685, Key=1227678
[1927] - <3 6 11 916 > true count=3239, estimated count=3925, Key=1842392
[1928] - <1 6 7 85 > true count=653, estimated count=2753, Key=181291
[1929] - <6 11 45 218 > true count=585, estimated count=2797, Key=495802
[1930] - <6 7 204 205 > true count=10, estimated count=2682, Key=663116
[1931] - <3 6 3347 18771 > true count=1, estimated count=2682, Key=4027351
[1932] - <3 6 11 69 148 218 > true count=122, estimated count=2704, Key=1341831
[1933] - <1 356 > true count=28, estimated count=2684, Key=194733
[1934] - <3 6 531 > true count=2805, estimated count=2945, Key=655884
[1935] - <6 7 11 148 218 344 438 793 > true count=2, estimated count=2682, Key=4080655
[1936] - <1 6 11 273 303 > true count=336, estimated count=2946, Key=1393838
[1937] - <6 11 40 64 > true count=3079, estimated count=3087, Key=182735
[1938] - <6 64 269 > true count=99, estimated count=2709, Key=365615
[1939] - <1 6 1131 > true count=2760, estimated count=2819, Key=1393282
[1940] - <6 1648 > true count=2757, estimated count=2905, Key=901462
[1941] - <6 7 11 27 87 148 > true count=2693, estimated count=2902, Key=840316
[1942] - <6 7 11 737 > true count=3157, estimated count=3694, Key=1486195
[1943] - <3 6 11 138 632 1065 > true count=2, estimated count=2682, Key=5842971
[1944] - <6 11 64 215 > true count=2950, estimated count=2958, Key=513174
[1945] - <3 6 11 93 397 1481 > true count=3, estimated count=2682, Key=6596967
[1946] - <6 7 27 204 > true count=524, estimated count=2737, Key=443590
[1947] - <3 6 7 11 27 87 > true count=4457, estimated count=5617, Key=419581
[1948] - <6 11 640 > true count=6413, estimated count=6515, Key=792583
[1949] - <6 11 376 > true count=11, estimated count=2687, Key=468127
[1950] - <6 7 11 27 77 148 218 > true count=4, estimated count=2684, Key=1776604
[1951] - <3 6 148 218 > true count=24526, estimated count=25363, Key=619651
[1952] - <3 6 11 40 > true count=7782, estimated count=7866, Key=96524
[1953] - <1 6 7 11 27 205 > true count=3230, estimated count=3958, Key=842137
[1954] - <6 11 27 148 987 > true count=33, estimated count=2697, Key=3047433
[1955] - <6 148 218 303 987 > true count=2779, estimated count=3163, Key=3666026
[1956] - <3 6 11 40 64 273 > true count=3, estimated count=2683, Key=1250073
[1957] - <6 11 2045 > true count=4, estimated count=2684, Key=2519328
[1958] - <1 6 11 306 > true count=121, estimated count=2693, Key=626660
[1959] - <6 11 77 269 > true count=2632, estimated count=3169, Key=636773
[1960] - <6 11 357 > true count=6232, estimated count=7212, Key=444776
[1961] - <6 7 27 83 > true count=10865, estimated count=12872, Key=202437
[1962] - <6 7 27 212 > true count=2887, estimated count=3046, Key=459534
[1963] - <6 11 261 > true count=2944, estimated count=2952, Key=326792
[1964] - <6 11 137 148 218 364 438 > true count=3, estimated count=2682, Key=4308524
[1965] - <1 3 6 11 40 446 > true count=3, estimated count=2682, Key=1738025
[1966] - <6 1023 > true count=3335, estimated count=3785, Key=559587
[1967] - <6 11 90 521 > true count=3716, estimated count=4023, Key=1154986
[1968] - <3 > true count=450031, estimated count=450031, Key=3
[1969] - <6 11 1037 > true count=3648, estimated count=3668, Key=1280496
[1970] - <3 6 590 > true count=4, estimated count=2682, Key=728395
[1971] - <6 7 11 148 218 229 > true count=4, estimated count=2682, Key=1731649
