---OutputTable---
time=49045
table_size=7437
[1] - <188 3404 4404 4428 7102 7112 > true count=774, estimated count=38190, Key=1091166
[3242] - <17 180 184 4428 4432 4434 4438 4940 7102 > true count=342, estimated count=38373, Key=721471
[3243] - <17 170 180 184 188 260 265 4434 4438 7092 7102 > true count=342, estimated count=38200, Key=6102750
[3244] - <17 170 180 184 188 260 265 3404 4404 4432 4434 4940 > true count=1103, estimated count=38907, Key=3576718
[3245] - <170 180 184 260 265 4434 4436 4438 7062 7092 7112 > true count=4472, estimated count=39389, Key=3818777
[3246] - <17 180 184 188 260 265 3404 4404 4426 4428 4434 4438 7112 > true count=341, estimated count=38528, Key=4284620
[3247] - <17 170 180 184 188 4426 4434 7062 7102 7112 > true count=287, estimated count=38190, Key=4282475
[3248] - <170 180 184 260 265 4426 4428 4436 4438 7062 7092 7102 > true count=112, estimated count=38193, Key=6766099
[3249] - <17 180 184 188 4426 4432 4434 7102 7112 > true count=287, estimated count=38206, Key=7237443
[3250] - <170 180 184 260 265 4426 4432 4434 7092 7102 > true count=289, estimated count=38194, Key=4626925
[3251] - <17 170 180 184 188 4426 4430 7102 > true count=289, estimated count=38192, Key=6639389
[3252] - <17 180 184 188 260 265 3404 4404 4438 4940 7112 > true count=342, estimated count=38210, Key=2589552
[3253] - <17 170 180 184 4426 4428 4432 4434 4436 4438 7112 > true count=288, estimated count=38245, Key=2857997
[3254] - <17 170 180 184 4428 4430 4434 4438 4940 7092 > true count=423, estimated count=38446, Key=7242741
[3255] - <170 180 184 188 4432 4434 4436 7062 7092 7102 7112 > true count=287, estimated count=38190, Key=161688
[3256] - <17 170 180 184 3404 4404 4426 4428 4434 4438 7062 7092 7112 > true count=276, estimated count=38227, Key=7299279
[3257] - <17 180 184 188 4426 4434 4436 7102 7112 > true count=287, estimated count=38210, Key=7253447
[3258] - <17 170 260 265 4428 4432 4940 7062 7112 > true count=1091, estimated count=38652, Key=2221322
[3259] - <17 180 184 4428 4430 4434 4438 7102 > true count=289, estimated count=38193, Key=4333341
[3260] - <170 180 184 188 260 265 4426 4436 4438 7062 7092 7102 > true count=112, estimated count=38199, Key=6699475
[3261] - <17 170 180 184 3404 4404 4428 4430 4438 4940 7062 > true count=2319, estimated count=39213, Key=463289
[3262] - <180 184 260 265 4426 4434 4438 4940 7062 7102 > true count=148, estimated count=38193, Key=1210351
[3263] - <170 180 184 188 3404 4404 4426 4430 4434 4438 7062 7092 > true count=428, estimated count=38614, Key=4349720
[3264] - <188 260 265 4426 4430 4432 4438 7062 7112 > true count=1185, estimated count=38498, Key=855897
[3265] - <17 180 184 3404 4404 4432 4436 4438 7062 7112 > true count=342, estimated count=38479, Key=7305929
[3266] - <180 184 3404 4404 4428 4434 4436 4438 7092 7102 > true count=420, estimated count=38295, Key=5835918
[3267] - <170 180 184 4430 4432 4434 4438 7082 > true count=10181, estimated count=39213, Key=4342958
[3268] - <17 170 260 265 4428 4434 4438 4940 7112 > true count=1091, estimated count=38702, Key=7020
[3269] - <17 170 180 184 3404 4404 4430 4434 4438 4940 7062 > true count=424, estimated count=38226, Key=472135
[3270] - <17 180 184 188 3404 4404 4428 4432 4434 4438 7102 > true count=342, estimated count=38204, Key=7442223
[3271] - <170 180 184 188 260 265 4428 4432 4434 4436 4438 7062 7092 > true count=421, estimated count=38594, Key=975841
[3272] - <17 170 180 184 4432 4434 4438 4940 7062 7112 > true count=2170, estimated count=38913, Key=971561
[3273] - <17 180 184 188 4428 7092 7102 7112 > true count=287, estimated count=38235, Key=2173375
[3274] - <17 170 180 184 188 260 265 4426 4428 4434 7102 > true count=289, estimated count=38207, Key=2830590
[3275] - <17 180 184 188 260 265 4426 4428 4434 7062 7102 > true count=289, estimated count=38201, Key=2193658
[3276] - <17 170 180 184 4428 4434 7062 7102 7112 > true count=287, estimated count=38197, Key=3850133
[3277] - <17 170 180 184 260 265 3404 4404 4426 4428 4438 7062 7092 > true count=2881, estimated count=38993, Key=3915990
[3278] - <180 184 3404 4404 4428 4432 4434 4436 4438 7102 > true count=421, estimated count=38505, Key=4368174
[3279] - <17 180 184 188 4428 4432 4434 4436 7062 7112 > true count=288, estimated count=38251, Key=953573
[3280] - <17 180 184 188 4426 4430 4432 4438 4940 7092 > true count=343, estimated count=38425, Key=7246759
[3281] - <17 170 180 184 188 4428 4432 4434 4438 7092 7102 > true count=342, estimated count=38312, Key=1950665
[3282] - <17 170 180 184 188 4426 4428 4436 7062 7092 7102 > true count=289, estimated count=38192, Key=3361149
[3283] - <170 180 184 4426 4430 4432 4434 4436 4438 4940 7062 7102 > true count=12429, estimated count=38743, Key=1398806
[3284] - <17 180 184 188 4434 4438 4940 7092 7102 > true count=342, estimated count=38193, Key=2012467
[3285] - <17 180 184 188 4426 4428 4432 4434 4436 7062 7102 > true count=289, estimated count=38192, Key=6081321
[3286] - <3404 4404 4414 4426 4428 4430 4432 4434 4436 4438 4440 > true count=36753, estimated count=38461, Key=6022638
[3287] - <170 188 3404 4404 4428 4430 4436 4940 7062 > true count=26323, estimated count=38437, Key=4579506
[3288] - <188 4426 4428 4432 4436 4438 4940 7062 7102 7112 > true count=10175, estimated count=38737, Key=4255484
[3289] - <180 184 188 4426 4428 4438 4940 7082 7102 > true count=9813, estimated count=39892, Key=2949564
[3290] - <17 3404 4404 4430 4432 4434 4438 4940 7062 > true count=2317, estimated count=38849, Key=153485
[3291] - <180 184 188 260 265 3404 4404 4426 4430 4438 7062 7092 > true count=414, estimated count=38252, Key=7190765
[3292] - <188 4428 4436 4438 4940 7082 7112 > true count=9834, estimated count=39695, Key=4601936
[3293] - <170 180 184 4426 4428 4432 4434 4438 4940 7062 7102 7112 > true count=12541, estimated count=38849, Key=4383052
[3294] - <17 170 260 265 3404 4404 4426 4428 4432 4436 4438 > true count=864, estimated count=39041, Key=2361868
[3295] - <170 188 3404 4404 4426 4428 4430 4432 4438 7062 7092 > true count=7089, estimated count=38992, Key=3418038
[3296] - <17 170 188 260 265 4426 4428 4434 4436 4438 7092 > true count=381, estimated count=38290, Key=6516002
[3297] - <260 265 4426 4428 4432 4434 4438 4940 7062 7112 > true count=36682, estimated count=39670, Key=7200395
[3298] - <180 184 188 4426 4428 4434 4436 4438 7062 7082 7092 7102 > true count=112, estimated count=38235, Key=5544064
[3299] - <180 184 188 3404 4404 4426 4434 4438 7062 7092 7102 > true count=416, estimated count=38225, Key=6412574
[3300] - <170 180 184 188 260 265 4428 4434 4436 4438 4940 7062 > true count=27180, estimated count=38917, Key=6583429
[3301] - <170 180 184 188 4426 4428 4434 4438 7062 7092 7102 7112 > true count=10068, estimated count=38693, Key=4614500
[3302] - <17 180 184 188 3404 4404 4432 4436 4438 7062 7102 > true count=342, estimated count=38370, Key=3186995
[3303] - <180 184 188 3404 4404 4426 4432 4434 4436 7102 > true count=342, estimated count=38192, Key=5825310
[3304] - <17 188 260 265 3404 4404 4430 4434 4438 7062 7092 > true count=423, estimated count=38231, Key=3409462
[3305] - <17 170 180 184 3404 4404 4426 4428 4430 4432 4438 7062 > true count=199, estimated count=38213, Key=6509543
[3306] - <17 180 184 188 3404 4404 4428 4430 4438 4940 7062 > true count=199, estimated count=38320, Key=481647
[3307] - <180 184 4428 4432 4436 4438 7062 7082 7112 > true count=10175, estimated count=38557, Key=2581306
[3308] - <170 180 184 188 260 265 4426 4432 4434 4438 7062 7092 7112 > true count=289, estimated count=38478, Key=6353179
[3309] - <17 170 180 184 188 3404 4404 4426 4430 4432 7062 > true count=1737, estimated count=39066, Key=2306689
[3310] - <17 170 180 184 3404 4404 4428 4436 7062 7102 > true count=171, estimated count=38198, Key=5481155
[3311] - <17 170 180 184 3404 4404 4426 4428 4432 4434 4436 7062 > true count=172, estimated count=38199, Key=6509109
[3312] - <188 3404 4404 4428 4430 4436 4438 4940 7062 > true count=26512, estimated count=38813, Key=151334
[3313] - <17 170 180 184 260 265 4426 4434 4438 4940 7062 7092 > true count=2096, estimated count=38828, Key=3985744
[3314] - <180 184 188 260 265 4426 4430 4434 4438 7112 > true count=288, estimated count=38334, Key=3185749
[3315] - <170 260 265 4428 4430 4438 7062 7092 7112 > true count=37877, estimated count=38912, Key=4982085
[3316] - <170 3404 4404 4430 4432 4434 4438 4940 7062 7092 > true count=27179, estimated count=38908, Key=1369706
[3317] - <17 170 180 184 260 265 4426 4432 4434 7062 7102 > true count=289, estimated count=38210, Key=2175304
[3318] - <170 180 184 4426 4428 4432 4434 4436 7062 7082 7092 7102 > true count=171, estimated count=38192, Key=5520944
[3319] - <170 180 184 260 265 4426 4432 4436 4940 7062 7102 > true count=136, estimated count=38192, Key=2554909
[3320] - <17 180 184 4426 4428 4438 7092 7102 7112 > true count=287, estimated count=38207, Key=4961779
[3321] - <188 3404 4404 4428 4430 4438 4940 7062 7112 > true count=26373, estimated count=38355, Key=2407310
[3322] - <17 170 180 184 4426 4428 4434 4940 7062 7112 > true count=3585, estimated count=39327, Key=915897
[3323] - <170 180 184 188 260 265 4428 4434 4438 7092 7102 > true count=289, estimated count=38193, Key=2241717
[3324] - <170 188 260 265 3404 4404 4426 4428 7062 7102 > true count=750, estimated count=38491, Key=5742057
[3325] - <170 180 184 188 4426 4430 4434 4436 4940 7062 7102 > true count=156, estimated count=38192, Key=6373168
[3326] - <170 180 184 260 265 4426 4434 4940 7062 7102 > true count=148, estimated count=38192, Key=4619863
[3327] - <170 180 184 260 265 4428 4434 4436 4940 7062 7102 > true count=136, estimated count=38192, Key=2570913
[3328] - <17 188 260 265 3404 4404 4426 4430 4432 4438 > true count=385, estimated count=38463, Key=1029240
[3329] - <170 180 184 4426 4428 4430 4434 4436 4438 7102 7112 > true count=12414, estimated count=38835, Key=7119496
[3330] - <170 3404 4404 4426 4430 4432 4434 4436 > true count=36610, estimated count=38524, Key=3751904
[3331] - <180 184 188 3404 4404 4426 4428 4436 4438 4940 7062 7092 > true count=9178, estimated count=39101, Key=6722098
[3332] - <170 180 184 188 260 265 3404 4404 4426 4430 4438 4940 > true count=1744, estimated count=39348, Key=2707129
[3333] - <17 170 180 184 188 4428 4436 4438 4940 7062 7092 > true count=2835, estimated count=39241, Key=2186147
[3334] - <170 180 184 188 260 265 4430 4432 4436 7062 > true count=1713, estimated count=39269, Key=3058307
[3335] - <17 188 260 265 3404 4404 4428 4432 4436 4438 7062 > true count=867, estimated count=38866, Key=114838
[3336] - <17 180 184 4426 4430 4434 7062 7112 > true count=1191, estimated count=39122, Key=930069
[3337] - <180 184 188 3404 4404 4436 4438 7062 7092 7102 > true count=8757, estimated count=38804, Key=7343106
[3338] - <4434 4436 4438 7062 7082 7092 7102 7112 > true count=9895, estimated count=39779, Key=729718
[3339] - <4428 4432 4434 4436 4438 4940 7062 7082 7102 > true count=9919, estimated count=39468, Key=6722246
[3340] - <17 170 180 184 188 4426 4434 4438 4940 7062 7112 > true count=1097, estimated count=38945, Key=2210003
[3341] - <170 3404 4404 4426 4428 4432 4436 4438 4940 7062 7092 > true count=7963, estimated count=39341, Key=6770984
[3342] - <17 188 3404 4404 4426 4428 4432 4434 7062 7092 > true count=2846, estimated count=39039, Key=5764571
[3343] - <170 180 184 260 265 3404 4404 4430 4434 4438 7062 7092 > true count=4186, estimated count=38842, Key=7185843
[3344] - <17 180 184 4426 4430 4432 4434 7062 7112 > true count=288, estimated count=38437, Key=694733
[3345] - <17 180 184 260 265 4426 4428 4432 4434 4940 7062 7092 > true count=113, estimated count=38291, Key=4068536
[3346] - <4426 4432 4436 4438 7062 7082 7092 7112 > true count=9846, estimated count=39512, Key=2860432
[3347] - <17 170 188 260 265 4428 4434 4438 7062 7112 > true count=1102, estimated count=39183, Key=4638106
[3348] - <17 180 184 3404 4404 4426 4428 4436 4438 7062 7112 > true count=275, estimated count=38300, Key=4926511
[3349] - <17 170 188 3404 4404 4426 4432 4438 4940 7062 7092 > true count=1811, estimated count=38696, Key=5178377
[3350] - <17 170 180 184 260 265 4428 4434 4436 7062 7092 7102 > true count=112, estimated count=38194, Key=6688710
[3351] - <17 170 180 184 188 260 265 4428 4434 4436 7062 7102 > true count=112, estimated count=38262, Key=7280010
[3352] - <17 170 180 184 3404 4404 4426 4428 4438 4940 7112 > true count=218, estimated count=38213, Key=554095
[3353] - <170 180 184 188 260 265 4434 4436 4940 7062 7102 > true count=113, estimated count=38199, Key=2505969
[3354] - <17 180 184 260 265 4426 4428 4434 4436 7062 7102 > true count=112, estimated count=38201, Key=2261382
[3355] - <17 180 184 188 260 265 4436 7062 7082 7092 7102 > true count=112, estimated count=38197, Key=3725828
[3356] - <260 265 3404 4404 4426 4428 4438 4940 7062 7092 7112 > true count=5111, estimated count=39374, Key=5008181
[3357] - <17 170 180 184 188 260 265 4428 4434 4436 4940 7062 > true count=113, estimated count=38201, Key=2940904
[3358] - <170 180 184 188 4426 4428 4434 4436 7062 7082 7092 7102 > true count=112, estimated count=38258, Key=4554788
[3359] - <170 180 184 188 260 265 4426 4428 4436 7062 7092 7102 > true count=112, estimated count=38192, Key=6698373
[3360] - <17 170 180 184 188 260 265 3404 4404 4426 4940 7092 > true count=1099, estimated count=39050, Key=2993650
[3361] - <17 180 184 188 260 265 4432 4436 7062 7082 7102 > true count=113, estimated count=38201, Key=3682288
[3362] - <17 180 184 260 265 4426 4428 4436 7062 7092 7112 > true count=111, estimated count=38206, Key=3754606
[3363] - <17 170 180 184 3404 4404 4426 4434 4438 4940 7112 > true count=341, estimated count=38349, Key=554101
[3364] - <17 170 4426 4436 4438 4940 7062 7102 > true count=2744, estimated count=38208, Key=491915
[3365] - <180 184 260 265 4428 4436 4438 4940 7062 7102 > true count=5638, estimated count=38802, Key=1223011
[3366] - <170 180 184 188 4428 4434 4436 4940 7062 7082 7092 7102 > true count=112, estimated count=38211, Key=4591118
[3367] - <180 184 260 265 4426 4428 4436 4940 7062 7092 7102 > true count=112, estimated count=38194, Key=322019
[3368] - <17 180 184 4428 4438 7062 7092 7102 7112 > true count=287, estimated count=38199, Key=6889799
[3369] - <170 180 184 260 265 4426 4428 4434 4436 4438 7062 7102 > true count=289, estimated count=38439, Key=3480317
[3370] - <180 184 4426 4428 4434 4436 4940 7062 7082 7092 7102 > true count=112, estimated count=38193, Key=1030778
[3371] - <17 260 265 3404 4404 4438 7092 7102 > true count=752, estimated count=38194, Key=6612002
[3372] - <170 180 184 188 260 265 3403 3404 4404 4438 7062 > true count=1105, estimated count=39053, Key=1849078
[3373] - <170 180 184 260 265 4428 4432 4434 4436 7062 7092 7102 > true count=112, estimated count=38198, Key=6789849
[3374] - <17 170 180 184 188 3404 4404 4426 4428 4434 4438 7062 7112 > true count=278, estimated count=38233, Key=4459931
[3375] - <17 170 180 184 188 4428 4430 4434 4438 4940 7062 > true count=1100, estimated count=38771, Key=6717295
[3376] - <17 180 184 188 260 265 4426 4432 4436 7062 7092 7102 > true count=112, estimated count=38204, Key=6698224
[3377] - <17 180 184 260 265 4428 4432 4436 7062 7082 7102 > true count=112, estimated count=38204, Key=3747232
[3378] - <170 180 184 188 260 265 4426 4432 4436 7062 7092 7102 > true count=112, estimated count=38198, Key=6698377
[3379] - <17 180 184 188 260 265 4432 4434 4436 4940 7062 7092 > true count=113, estimated count=38203, Key=4029534
[3380] - <180 184 188 260 265 4432 4436 7062 7082 7092 7102 > true count=112, estimated count=38198, Key=3812363
[3381] - <180 184 188 260 265 4426 4428 4432 4436 7062 7092 7102 > true count=112, estimated count=38200, Key=6772115
[3382] - <180 184 188 260 265 4432 4434 4436 4940 7062 7102 > true count=113, estimated count=38195, Key=2592351
[3383] - <17 180 184 188 260 265 4428 4432 4436 4940 7062 7102 > true count=112, estimated count=38192, Key=4039338
[3384] - <170 4426 4432 4434 4436 4438 4940 7062 7092 7102 7112 > true count=10027, estimated count=38955, Key=3420824
[3385] - <170 188 3404 4404 4426 4428 4430 4436 4438 7062 > true count=7408, estimated count=38543, Key=4283686
[3386] - <180 184 4426 4430 4432 4436 4940 7062 7082 7092 7102 > true count=67, estimated count=38219, Key=1029266
[3387] - <260 265 3404 4404 4430 7062 7092 7112 > true count=4183, estimated count=38206, Key=6933839
[3388] - <260 265 4426 4428 4432 4436 4438 7062 7102 > true count=6591, estimated count=39002, Key=5990911
[3389] - <170 180 184 188 260 265 4432 4436 4940 7062 7092 7102 > true count=112, estimated count=38200, Key=7000595
[3390] - <17 170 188 260 265 3404 4404 4428 4436 4438 7062 > true count=2857, estimated count=39829, Key=2690320
[3391] - <170 180 184 188 4428 4432 4436 4940 7062 7082 7092 7102 > true count=112, estimated count=38192, Key=4583956
[3392] - <17 180 184 260 265 4426 4430 4432 4940 7062 7092 > true count=91, estimated count=38249, Key=2525980
[3393] - <17 180 184 3404 4404 4428 4432 4434 4436 4438 7092 > true count=343, estimated count=38243, Key=1685505
[3394] - <17 180 184 260 265 4426 4428 4430 4432 4436 7062 > true count=91, estimated count=38275, Key=6452116
[3395] - <170 3404 4404 4430 4434 4438 7062 7102 > true count=38215, estimated count=38564, Key=413412
[3396] - <180 184 4426 4428 4432 4436 4940 7062 7082 7092 7102 > true count=67, estimated count=38223, Key=1025280
[3397] - <17 180 184 188 4426 4428 4438 4940 7102 > true count=343, estimated count=38201, Key=7233171
[3398] - <17 180 184 188 260 265 4426 4436 4438 7062 7102 > true count=290, estimated count=38352, Key=2195854
[3399] - <180 184 188 260 265 4430 4432 4434 4438 4940 7062 > true count=1752, estimated count=38580, Key=7114093
[3400] - <180 184 188 3404 4404 4428 4432 4434 4438 7062 7102 > true count=684, estimated count=38195, Key=4938692
[3401] - <170 260 265 4430 4432 4434 4940 7062 7092 > true count=37698, estimated count=40370, Key=3084913
[3402] - <17 4428 4430 4432 4436 4940 7062 > true count=2312, estimated count=38723, Key=2805385
[3403] - <17 170 260 265 3404 4404 4438 7062 7092 7112 > true count=2847, estimated count=39203, Key=5816444
[3404] - <17 170 180 184 188 3404 4404 4426 4428 4434 4438 4940 7062 > true count=1818, estimated count=39044, Key=5947503
[3405] - <170 188 260 265 4426 4432 4434 4438 4940 7112 > true count=1090, estimated count=38960, Key=38737
[3406] - <260 265 4428 4436 4438 7062 7082 > true count=6603, estimated count=38554, Key=726781
[3407] - <3404 4404 4428 4430 4434 4438 7102 > true count=38448, estimated count=38483, Key=1162880
[3408] - <4426 4430 4432 4434 4438 7062 7092 7102 7112 > true count=12439, estimated count=38679, Key=6951708
[3409] - <180 184 188 4426 4428 4432 4434 4436 4438 4940 7092 7102 > true count=9868, estimated count=38918, Key=1460212
[3410] - <17 170 180 184 4428 4434 4436 4438 7062 7092 7112 > true count=288, estimated count=38337, Key=100857
[3411] - <170 188 260 265 4426 4428 4430 4434 4438 7092 > true count=3941, estimated count=40179, Key=7207551
[3412] - <17 4430 4436 4438 4940 7062 7092 > true count=2837, estimated count=38216, Key=4442819
[3413] - <17 170 180 184 4426 4428 4432 4434 7092 7102 > true count=289, estimated count=38227, Key=910669
[3414] - <180 184 4414 4426 4428 4430 4432 4434 4436 4438 4440 7062 7092 7102 > true count=12473, estimated count=39055, Key=4918906
[3415] - <170 188 260 265 3404 4404 4428 4434 4436 7092 > true count=5515, estimated count=39086, Key=4302193
[3416] - <180 184 260 265 4428 4940 7092 7102 > true count=5514, estimated count=38659, Key=2172059
[3417] - <3403 3404 4404 4426 4436 4438 7062 > true count=5253, estimated count=38290, Key=407069
[3418] - <17 170 180 184 3404 4404 4426 4428 4432 4434 4436 4438 > true count=343, estimated count=38221, Key=6795733
[3419] - <17 170 180 184 260 265 4428 4432 4434 4438 4940 7062 7092 > true count=113, estimated count=38223, Key=1960274
[3420] - <17 170 180 184 260 265 4426 4428 4434 4438 4940 7062 7092 > true count=617, estimated count=38669, Key=1951428
[3421] - <180 184 3404 4404 4426 4430 4434 4438 4940 7062 7092 > true count=423, estimated count=38583, Key=3715306
[3422] - <17 170 180 184 188 4426 4434 4438 7102 7112 > true count=288, estimated count=38340, Key=4279851
[3423] - <3404 4404 4428 4430 4432 4436 4438 4940 7062 > true count=27300, estimated count=39062, Key=740530
[3424] - <17 170 260 265 3404 4404 4428 4940 7112 > true count=1092, estimated count=39151, Key=4540404
[3425] - <17 180 184 188 260 265 3404 4404 4428 4434 4436 4438 7062 > true count=629, estimated count=38806, Key=4118024
[3426] - <17 170 188 4428 4432 4434 4436 4438 4940 7062 > true count=1098, estimated count=38934, Key=708157
[3427] - <188 260 265 3404 4404 4428 4436 4438 7062 7112 > true count=5140, estimated count=38833, Key=7435085
[3428] - <17 170 180 184 188 260 265 4428 4432 4434 4436 4438 > true count=641, estimated count=38549, Key=2219504
[3429] - <260 265 3404 4404 4426 4428 4432 7062 7092 7112 > true count=5110, estimated count=39582, Key=5850551
[3430] - <17 3404 4404 4426 4438 4940 7062 7092 7112 > true count=777, estimated count=38779, Key=6104199
[3431] - <180 184 188 3404 4404 4428 4434 4438 7062 7092 7102 > true count=418, estimated count=38562, Key=6419736
[3432] - <170 188 4426 4428 4430 4436 4438 4940 7062 7092 7112 > true count=12493, estimated count=39935, Key=6309486
[3433] - <170 180 184 188 4426 4428 4430 4434 4438 4940 7062 7102 > true count=10094, estimated count=39314, Key=409466
[3434] - <170 180 184 188 4426 4432 4438 4940 7082 > true count=9826, estimated count=39050, Key=7236708
[3435] - <180 184 3404 4404 4426 4438 7102 7112 > true count=8734, estimated count=38817, Key=5026122
[3436] - <180 184 188 3404 4404 4432 4436 4438 4940 7062 7092 > true count=26462, estimated count=39210, Key=5225368
[3437] - <170 180 184 260 265 3404 4404 4428 4432 4434 4436 4438 7062 > true count=5137, estimated count=39223, Key=4939389
[3438] - <4426 4430 4434 4438 4940 7062 7092 7102 7112 > true count=10007, estimated count=39632, Key=842136
[3439] - <170 188 260 265 3404 4404 4426 4428 4432 4434 4438 4940 7062 > true count=1820, estimated count=39418, Key=3738491
[3440] - <170 180 184 4428 4434 4436 4438 4940 7062 7082 7092 > true count=9845, estimated count=38331, Key=1050538
[3441] - <17 170 180 184 188 260 265 4426 4430 4434 4438 7062 7092 > true count=392, estimated count=38510, Key=4832222
[3442] - <17 170 180 184 188 4426 4428 4430 4432 4438 7062 > true count=1839, estimated count=39508, Key=6081047
[3443] - <17 170 260 265 4426 4428 4434 4438 4940 7062 7092 > true count=2854, estimated count=39715, Key=6587320
[3444] - <17 170 180 184 260 265 4428 4430 4432 4436 7062 > true count=103, estimated count=38288, Key=6375976
[3445] - <188 4426 4436 4438 7062 7082 7102 7112 > true count=9826, estimated count=38976, Key=2897122
[3446] - <180 184 4430 4432 4438 7062 7082 7092 > true count=9818, estimated count=38573, Key=683972
[3447] - <170 188 260 265 3404 4404 4428 4430 4438 7062 7092 > true count=5540, estimated count=38308, Key=3400769
[3448] - <17 170 188 3404 4404 4434 4438 4940 7112 > true count=1093, estimated count=38713, Key=6108583
[3449] - <188 3404 4404 4426 4428 4432 4434 4436 4438 4940 7062 > true count=5135, estimated count=38615, Key=3819836
[3450] - <170 180 184 188 260 265 4430 4438 7062 7112 > true count=27283, estimated count=39445, Key=4556185
[3451] - <17 170 260 265 3404 4404 4428 4432 4434 4438 4940 7062 > true count=1813, estimated count=38560, Key=288190
[3452] - <17 170 180 184 3404 4404 4426 4432 4438 4940 7062 7092 > true count=2417, estimated count=38986, Key=4950357
[3453] - <17 170 180 184 260 265 4426 4428 4430 4432 4438 7062 > true count=1739, estimated count=38911, Key=5544928
[3454] - <17 170 4426 4428 4434 4940 7092 7112 > true count=987, estimated count=38591, Key=597615
[3455] - <180 184 260 265 3403 3404 4404 4428 4438 7062 > true count=5526, estimated count=38908, Key=574380
[3456] - <170 260 265 3404 4404 4430 4432 4436 4438 7062 > true count=1745, estimated count=38236, Key=5927765
[3457] - <17 170 180 184 260 265 4432 4436 4438 4940 7062 7102 > true count=113, estimated count=38202, Key=4039762
[3458] - <17 170 180 184 260 265 4426 4428 4430 4434 7092 > true count=380, estimated count=38214, Key=6423370
[3459] - <170 180 184 188 260 265 4432 4436 4438 4940 7062 7102 > true count=113, estimated count=38197, Key=4058273
[3460] - <170 180 184 3404 4404 4426 4428 4432 4438 7062 7102 > true count=8740, estimated count=39367, Key=4906730
[3461] - <17 180 184 4426 4432 4434 4436 4438 7092 7102 > true count=342, estimated count=38367, Key=1931029
[3462] - <260 265 3404 4404 4426 4434 4436 4438 7102 > true count=753, estimated count=38289, Key=4651919
[3463] - <170 188 3404 4404 4430 4438 4940 7062 7112 > true count=26419, estimated count=38401, Key=6871308
[3464] - <17 170 180 184 188 3404 4404 4428 4430 4434 4438 7092 > true count=379, estimated count=38339, Key=1575425
[3465] - <180 184 260 265 4430 4432 4438 4940 7112 > true count=37613, estimated count=38920, Key=13177
[3466] - <180 184 188 260 265 3404 4404 4428 4430 4438 7062 7092 > true count=434, estimated count=38391, Key=7190767
[3467] - <17 170 180 184 188 3404 4404 4428 4436 4940 7062 > true count=1097, estimated count=39105, Key=2934305
[3468] - <180 184 4430 4434 4436 4438 7062 7092 7102 7112 > true count=12671, estimated count=38426, Key=3822938
[3469] - <17 180 184 188 260 265 3404 4404 4436 4438 4940 7062 > true count=440, estimated count=38437, Key=2056142
[3470] - <17 180 184 188 3404 4404 4432 4434 4438 4940 7062 7092 > true count=437, estimated count=38560, Key=4995243
[3471] - <170 260 265 4428 4430 4438 4940 7062 7112 > true count=37992, estimated count=39400, Key=3100693
[3472] - <170 180 184 3404 4404 4428 4436 4438 4940 7062 7112 > true count=27253, estimated count=38881, Key=5243790
[3473] - <17 180 184 188 3404 4404 4426 4428 4432 4434 4940 > true count=1101, estimated count=39210, Key=3118501
[3474] - <17 170 3404 4404 4428 4432 4438 7062 7102 > true count=776, estimated count=38698, Key=4609513
[3475] - <17 170 188 260 265 4426 4432 4940 7112 > true count=926, estimated count=39108, Key=3409306
[3476] - <170 180 184 3404 4404 4426 4428 4434 4436 4940 7092 > true count=9096, estimated count=38790, Key=2277770
[3477] - <17 188 260 265 3404 4404 4426 4430 4432 > true count=1738, estimated count=39682, Key=3074938
[3478] - <170 188 260 265 4426 4428 4432 4438 7092 7112 > true count=782, estimated count=38627, Key=1192715
[3479] - <170 188 4426 4432 4436 4438 7062 7092 7102 7112 > true count=10059, estimated count=40011, Key=3816214
[3480] - <17 170 180 184 188 260 265 3404 4404 4428 4436 4438 7062 > true count=632, estimated count=38248, Key=4984812
[3481] - <17 188 260 265 3404 4404 4426 4428 4438 7092 7112 > true count=383, estimated count=38475, Key=3468502
[3482] - <170 180 184 188 260 265 4426 4430 4432 4438 4940 7062 > true count=1715, estimated count=39603, Key=6572395
[3483] - <3404 4404 4426 4428 4430 4438 7062 7102 > true count=8340, estimated count=38265, Key=975702
[3484] - <17 170 180 184 188 260 265 3404 4404 4432 7062 7092 > true count=2852, estimated count=39365, Key=7230170
[3485] - <188 260 265 4428 4436 4438 4940 7062 7112 > true count=6040, estimated count=38735, Key=3117205
[3486] - <170 3404 4404 4438 7062 7092 7102 7112 > true count=7945, estimated count=38215, Key=2334552
[3487] - <17 260 265 3404 4404 4428 4436 4438 4940 7062 > true count=2847, estimated count=38223, Key=6212730
[3488] - <17 170 180 184 188 260 265 4428 4432 4434 4438 7062 7112 > true count=288, estimated count=38312, Key=4904938
[3489] - <17 188 3404 4404 4426 4436 4940 7092 > true count=718, estimated count=38612, Key=2962763
[3490] - <17 188 260 265 3404 4404 4434 7062 7092 7112 > true count=615, estimated count=38717, Key=5808606
[3491] - <17 170 180 184 4426 4428 4432 4434 7062 7112 > true count=2019, estimated count=39458, Key=906549
[3492] - <188 4428 4432 4438 7062 7082 7112 > true count=10190, estimated count=38818, Key=2930398
[3493] - <17 170 180 184 4426 4428 4432 4434 4438 4940 7112 > true count=216, estimated count=38395, Key=3476049
[3494] - <17 170 180 184 188 260 265 4426 4432 4436 4438 4940 7062 > true count=113, estimated count=38253, Key=6394966
